d_vendor_name,total
DYNACARE,10553850.48
AMD MEDICOM,10535762.77
UNIVERSITY OF GUELPH,10518932.64
TROY LIFE FIRE SAFETY,10500301.69
COMPUWARE OF CANADA,10498792.94
DAIMLER,10471281.12
ISLAND WEST COAST DEVELOPMENTS,10436091.75
LOWE MARTIN COMPANY,10408614.46
GETINGE CANADA,10379842.14
VWR INTERNATIONAL,10354683.89
PRECISIONERP,10282530.22
TURTLE ISLAND STAFFING,10270148.12
STANLEY CONSTRUCTION,10249933.21
UNITED RENTALS OF CANADA,10240904.48
CONSORTIUM TRANSTEC ET SERVICE,10231495.78
KYNDRYL CANADA,10228388.4
DYNAMIC PERSONNEL CONSULTANTS,10227402.19
A J HANNA CONSTRUCTION,10222631.66
IMTECH MARINE CANADA,10216896.24
CARSWELL,10201295.79
ABCO MAINTENANCE SYSTEMS,10173666.89
GO DEEP INTERNATIONAL,10172891.68
FUNDY CONTRACTORS,10163452.74
HARBOURSIDE ENGINEERING CONSULTANTS,10150813.33
VANCOUVER PILE DRIVING,10135605.95
GROUPE ROBERT,10125055.29
NDL CONSTRUCTION,10089810.87
CANADIAN PAEDIATRIC SOCIETY,10077254.5
BANFIELD SEGUIN,10039622.5
MAGAL S3 CANADA,10036702.64
MICRONOSTYX,10014231.1
FRANCIS CANADA TRUCK CENTRE,10001320.7
ADVANCED PARAMEDIC,10000269.33
VAISALA CANADA,9969355.39
BELL AND HOWELL CANADA,9962575.3
KONICA MINOLTA BUSINESS SOLUTIONS,9951276.81
UQSUQ,9948121.68
THE FIA GROUP 4083261 CANADA,9924619.73
WESTCOAST GENESIS SOCIETY,9922573.4
INNOVASEA MARINE SYSTEMS CANADA,9911898.95
DASCO EQUIPMENT,9874472.24
LEAR CONSTRUCTION,9845365.95
AFN ENGINEERING,9812395.6
LES ENTREPRISES FERVEL,9798920.53
INTERNATIONAL SAFETY RESEARCH,9783364.85
R W TOMLINSON,9734978.99
COASTAL RESTORATION MASONRY,9663175.86
L A HEBERT,9658812.04
CBCL,9648259.58
ABS AMERICAS,9646090.67
NORDMEC CONSTRUCTION,9644104.26
LLOYD LIBKE LAW ENFORCEMENT SALES,9616380.64
EXCAVATION LOISELLE,9603806.74
SDL INTERNATIONAL CANADA,9580407.6
AGILEC,9568806.74
10647802 CANADA,9562035.4
EMMONS MITCHELL CONSTRUCTION,9559175.29
THYSSENKRUPP ELEVATOR,9547820.26
S W WEEKS CONSTRUCTION,9536869.1
9053 9776 QUEBEC,9521876.37
CANADIAN HELICOPTERS,9509423.33
GOVERNMENT OF THE NWT,9505207.65
EXCEL 7,9452086.12
ONLINE CONSTRUCTORS,9452035.58
A SANTIN MASON CONTRACTOR,9439242
MUNICIPAL READY MIX,9417052.56
JJM CONSTRUCTION,9415270.97
OLIN,9399705.66
FARMER CONSTRUCTION,9399501.31
STRATOS,9391135.75
BIGHORN CONSTRUCTION,9383364.15
METALCRAFT MARINE,9346849.15
FORT GARRY FIRE TRUCK,9342959.5
MEAL KIT SUPPLY CANADA,9292858.2
GOSS GILROY,9279248.87
ALLEN HASTINGS,9239355.04
BEAUDOIN CANADA,9214865.59
LANNICK CONTRACT SOLUTIONS,9203827.59
NORTHFIELD METAL PRODUCTS,9199523.51
3M CANADA COMPANY,9198902.01
TRIDENT CONSTRUCTION,9196677.12
CARMACKS ENTERPRISES,9192185.33
GLOBAL KNOWLEDGE,9190566.59
DAVID S LAFLAMME CONSTRUCTION,9189124.27
KONTZAMANIS GRAUMANN SMITH,9169760.15
D4IS SOLUTIONS,9169516.86
SPRINGHILL CONSTRUCTION,9127447.97
GRAW RADIOSONDES,9124944.05
MERCEDES BENZ CANADA,9070913.1
CANADIAN DEVELOPMENT CONSULTANTS,9040393.34
WM M 1993,9008435.37
VANRX PHARMASYSTEMS,9002639.02
PETROVALUE PRODUCTS,8997147.59
ADIRONDACK INFORMATION MANAGEMENT AMITA ARTEMP PERSONNEL SERVICES INC THE AIM GROUP INC IN JOINT VENTURE,8973918.59
CULLEN DIESEL POWER,8972371.27
MEGGITT,8971010.03
CONSTRUCTION SOCAM,8965959.21
BRAGG COMMUNICATIONS,8952159.77
EASTPOINT ENGINEERING,8912153.83
SEYEM,8911167.15
GEMTEC,8909388.27
TOURE CLEANING SERVICES,8907004.61
PEPCO,8893735.02
HIGHLANDS FUEL DELIVERY,8887940.39
6834973 CANADA,8887849.26
GILMORE REPRODUCTIONS,8886317.29
PETRO AIR SERVICES,8882584.6
AIM HEALTH GROUP,8861225.03
NORTHEAST TREE TRIMMING,8847921.12
PRINCE GEORGE ACTIVATOR,8824727.6
VISA SERVICES,8822120.37
BAVARIAN NORDIC,8814778.38
ACART COMMUNICATIONS,8814304.69
LEO PISCES SERVICES GROUP,8804138.92
INFO TECH RESEARCH GROUP,8787731.13
REVISION MILITARY,8785194.63
MORPHO CANADA,8760978.62
AEREX AVIONICS AEREX AVIONIQUE INC,8701317.69
DWP SOLUTIONS,8690891.39
UNIVERSAL HELICOPTERS,8681388.34
QM DBA QM ENVIRONMENTAL,8660387.33
NORTHERN CONTRACTING,8634311.83
"NATTIQ",8633802.96
ALLIANCE ENERGY,8627319.65
CRESTLINE COACH,8626713.1
MARTEC,8616196.71
PR3 MEDIAS,8600010.36
PMB ELECTRICAL SERVICES,8585554.76
MARITIME FENCE,8584712.65
CANTEX OKANAGAN CONSTRUCTION,8578045.33
WAHL CONSTRUCTION,8573421.8
CANADYNE TECHNOLOGIES,8557102.46
CONSTRUCTION SIMDEV,8552103.33
"NATCO PHARMA CANADA",8547279.07
UNIVERSITY OF REGINA,8542662.82
MWCO,8533079.27
SEAWATCH,8526235.74
PROQUEST,8505532.95
ECO TECHNOLOGIES,8500716.29
CHU SAINTE JUSTINE,8492345.28
ECOLE DE LANGUES ABCE,8484229.06
RESIDENCE CARPEDIEM,8465518.3
TAG HR,8462881.3
STIFF SENTENCES,8440255.27
736902 ONTARIO,8419861.76
INTER MEDICO,8389060.44
ASSOCIATED ENGINEERING,8359546.9
MESSA COMPUTING,8358498.82
INTERWORKS CONTRACTING,8355627.45
CLEANMATTERS JANITORIAL SERVICES,8343313.16
PLEIAD CANADA,8327174.86
UNIVERSITY OF ALBERTA,8311725.19
N P A,8309338.05
RADIATION SOLUTIONS,8301388.57
DOMUS BUILDING CLEANING,8294996.24
EVOLVECOMP CONSTRUCTION,8268928.49
TUNDRA TECHNICAL SOLUTIONS,8264573.22
ARCP ATLANTIC ROAD CONSTRUCTION,8262196.26
14343878 ONTARIO,8259805.48
CATHOLIC SOCIAL SERVICES,8257003.91
FACTIVA,8253272.01
TRUDELL HEALTHCARE SOLUTIONS,8231263.87
TRACK24 CANADA,8217373.97
UNIVERSITY OF NEW BRUNSWICK,8216861.16
JOHN WILEY SONS,8187811.45
DYNAMIC FACILITY SERVICES,8178459.92
DRAGAGE IM,8170541.63
LES CONSTRUCTIONS DES ILES,8140539.77
KASIAN ARCHITECTURE INTERIOR DESIGN,8111670.77
CONFECTION AVENTURE,8102377.25
MACONNERIE RAINVILLE ET FRERES,8088819.51
TRAUGOTT BUILDING CONTRACTORS,8088257.25
WORKPLACE HEALTH AND COST SOLUTIONS,8031042.54
BROOK CONSTRUCTION,8029876.16
WORLDREACH SOFTWARE,8014655.89
MEGALEXIS COMMUNICATIONS,8004027.81
CASP AEROSPACE,7995832.12
CHANNEL MANAGEMENT INTERNATIONAL,7991501.2
AVMAX AVIATION SERVICES,7988895.91
9275 0181 QUEBEC,7967163.09
CHUBB EDWARDS,7955833.34
MICHANIE CONSTRUCTION,7920152.63
WESTOWER COMMUNICATIONS,7907848.81
ENSEIGNES PATTISON SIGN GROUP,7906816.51
INTERACTIVE AUDIO VISUAL,7882663.81
OSKAR CONSTRUCTION,7873346.12
CHEVRON,7870742.65
BEST SERVICE PROS,7869329.14
ROHDE SCHWARZ CANADA,7834945.53
SOFTSIM TECHNOLOGIES,7834541.76
EASTWAY CONTRACTING,7821752.87
ENTREPRISE CLAVEAU,7789657.34
GAUDETTE S TRANSIT MIX,7788362.96
CEDROM SNI,7750190.69
LE CORPS CANADIEN DES,7736053.43
FREEBALANCE,7705201.59
2536 4589 QUEBEC,7703495.4
NORTHWEST MARINE TECHNOLOGY,7702291.06
NOVA CONSTRUCTION,7689362.35
OPENFRAME TECHNOLOGIES,7672233.24
ARIBA,7669188.76
ROBERTSON MARTIN ARCHITECTS,7626257.15
BROADWATER INDUSTRIES,7624545.6
EXP SERVICES,7616965.74
FACCA,7614193.31
UNIVERSITY OF SASKATCHEWAN,7610321.12
LAZY H TRAIL COMPANY,7610001.37
MARTECH ELECTRICAL SYSTEMS,7604025.08
TYR TACTICAL,7591171.84
RUSSELL CHERNOFF RAND THOMPSON,7576549.84
AB SCIEX,7570733.06
UNIVERSAL WEATHER AND AVIATION,7564358.74
FREQUENTIS CANADA,7559457.97
IDS SYSTEMS CONSULTANTS,7545819.6
BUDGELL S EQUIPMENT RENTALS,7538964.75
BOYD MOVING STORAGE,7533932.89
FUGRO GEOSURVEYS,7526471.09
FSC,7523342.46
4083261 CANADA,7492130.41
SEAGATE CONSTRUCTION,7479427.47
ZENITH PAVING,7462974.84
GLENCAIRN EDUCATIONAL SERVICES,7454715.24
COREBUILD CONSTRUCTION,7447555.65
URBAN VALLEY TRANSPORT,7445927.27
FORRESTER RESEARCH,7441615.53
TULMAR SAFETY SYSTEMS,7438249.27
STOPS TACTICAL TRAINING,7434915.78
MCGREGOR GEOSCIENCE,7425204.64
MUSTANG HELICOPTERS,7424965.02
DRS ICAS,7424773.61
AINSWORTH,7423762.54
MARKLAND PAVING,7420317.9
B L ASSOCIATES,7413109.6
REGENT CONSTRUCTION,7407265.57
YAMAHA MOTORS CANADA,7395741.21
FLIGHTSAFETY CANADA,7387940.71
MEEWASINOTA CRF,7370125.72
NRNS,7348961.89
ATS SERVICES,7347279.4
NUMBER TEN ARCHITECTURAL GROUP,7347239.98
BAUER HOCKEY,7345000
COMPAGNIE AMPLEXOR CANADA,7326872.4
BAY CONSTRUCTION MANAGEMENT,7326473.55
PODOLINSKY EQUIPMENT,7325077.14
MCAFEE INTERNATIONAL,7312538.44
MAISON CROSS ROADS DE LA SOCIETE,7310639.91
THE MATHWORKS,7297972.68
IRONCLAD EARTHWORKS,7237397.74
NORTH BAY HYDRO,7227163.09
G BIRD HOLDINGS,7201100.82
BOMIMED,7200601.96
KAYWAY INDUSTRIES,7198938.54
ROCKWELL COLLINS CANADA,7181685.13
LEMAY,7181402.76
MOBILITY LAB,7176390.8
LES TRADUCTEURS REUNIS,7116604.23
NELSON ENVIRONMENTAL REMEDIATION,7115140.74
VIA TRAVAIL,7094636.58
AFC INDUSTRIES,7092128.29
NFOE,7082359.6
QIAGEN,7040357.17
HORSESHOE HILL CONSTRUCTION,7034015.38
NORTHERN CONSTRUCTION,7032417.64
ANIXTER CANADA,7011075.05
TRAYTOWN BUILDERS,7009311.21
CANADIAN NORTH,6998108.41
IMP GROUP,6991795.61
SUMMIT CANADA DISTRIBUTORS,6981398.01
POSTMEDIA NETWORK,6979688.94
P B ENTREPRISES,6975208.95
GRC ARCHITECTS,6969157.97
1320376 ONTARIO,6969080.35
LAVAL FORTIN,6959330.47
ALPINE HELICOPTERS,6953238.9
LANSDOWNE TECHNOLOGIES,6947923.99
WHOOSHH INNOVATIONS,6944242.54
CARLETON LIFE SUPPORT SYSTEMS,6924542.83
ROSBOROUGH BOATS,6918369.56
PHOENIX DRUG ALCOHOL RECOVERY,6905599.93
HUMANSYSTEMS,6886018.96
MURRAYS WINDERMERE GARDENS,6885007.19
COPCAN CIVIL,6883666.6
WOLTERS KLUWER,6863734.77
TITAN BOATS,6855764.22
IPSOS,6825169.87
CARLETON ELECTRIC,6824811.6
DLS TECHNOLOGY,6822117.73
THE KTL GROUP,6815659.6
FMC PROFESSIONALS,6814403.81
MARRBECK CONSTRUCTION,6807521.53
CIRCLE OF EAGLES LODGE SOCIETY,6797436.47
PARKER JOHNSTON INDUSTRIES,6791945.98
OKANAGAN HALFWAY HOUSE SOCIETY CRF,6775084.6
ATTACHMATE,6739914.84
RUSSEL METALS,6739564.66
MAISON JEUN AIDE,6739505.71
MLS,6722899.75
SEAWAVES DEVELOPMENT SERVICES,6716088.27
GW REALTY,6715458.51
GRANITE MANAGEMENT,6714661.34
NEUROSCOPE,6712971.44
MOERAE SOLUTIONS,6703770.15
LUXTON CONSTRUCTION,6700705.85
TRIPLEWELL CANADA,6693622.09
CPCS TRANSCOM,6690713.5
ARCTIC CANADA CONSTRUCTION,6672856.13
CLEARWATER STRUCTURES,6665841.36
HUMAN LOGISTICS,6665530.69
PANALPINA,6663198.49
WESTBURY NATIONAL SHOW SYSTEMS,6662267.11
RIKJAK CONSTRUCTION,6633200.91
WESTCOMB OUTERWEAR,6623720.17
ZERNAM ENTERPRISE,6623190.45
MAISON CHARLEMAGNE,6609811.3
NORDLYS ENVIRONMENTAL PARTNERSHIP,6601984.59
ARC TERYX EQUIPMENT A DIVISION OF AMER SPORTS CANADA,6601108.06
HOUSE OF HOPE,6594733.62
QUINTET CONSULTING,6590737.09
ROSS AND ANGLIN,6580058.39
VALUE MASTER BUILDERS,6567790.02
RACING FORENSICS,6547613.39
RISK SCIENCES INTERNATIONAL,6531904.18
KETZA PACIFIC CONSTRUCTION,6529903.74
ST JOSEPH PRINT GROUP,6521085.39
UNIVERSITE LAVAL,6520465.96
OPTIMUM SOLUTIONS,6519621.26
AMTEK ENGINEERING,6518220.8
THE HALIFAX GROUP,6515616.1
EXACT LEGAL TRANSLATIONS,6501836.94
HUBSPOKE,6498417.3
GEMMA PROPERTY SERVICES,6465982.76
"NATIVE CLAN ORGANIZATION",6458867.7
H H CONSTRUCTION,6456999.34
FISHER PAYKEL HEALTHCARE,6448443.7
ICU MEDICAL CANADA,6439913.22
J J LEPERA INFRASTRUCTURES,6439367.77
KFN ENTERPRISES PARTNERSHIP,6426204.49
TAURUS CONTRACTORS,6425435.19
LEEDS TRANSIT,6423989.97
DAVTAIR INDUSTRIES,6423100.42
SIMO MANAGEMENT,6422187.76
WAMPUM RECORDS,6415341.66
SYM COMMUNICATIONS,6400977.99
EDWARD COLLINS CONTRACTING,6390861.42
GM DEVELOPPEMENT,6367063.72
INTERCON MARINE,6353430.04
CORSORTIUM TRANSTEC,6344130.6
BOLLORE LOGISTICS,6343319.83
INSTRUX MEDIA,6337758.2
J L RICHARDS ASSOCIATES,6337476.15
UNISOFT INTERNATIONAL,6334357.67
SETANTA CONTRACTING,6332788.36
BRITTON ELECTRIQUE,6328602.05
DHL EXPRESS CANADA,6325181.58
KUBOTA CANADA,6322238.52
PEPIN FORTIN EPOO CONSTRUCTION,6320111.25
WASTE CONNECTIONS OF CANADA,6314199.16
LIKE 10,6307146.8
INVENTA SALES AND PROMOTIONS,6306197.77
DYMECH ENGINEERING,6305702.44
DBC MARINE SAFETY SYSTEMS,6302900.35
UNISYNC GROUP,6293017.71
3469051 CANADA,6286718.51
SPERRA CONSTRUCTION,6273844.57
XTECH EXPLOSIVE DECONTAMINATION,6260988.43
MULTINATIONAL LOGISTIC SERVICES,6254754.44
ONIX NETWORKING CANADA,6234195.02
VISIONTEC,6231109.63
BRAWN CONSTRUCTION,6228397.73
EMT EMERGENCY MEDICAL TECHNOLOGY,6226181.05
W S MORGAN CONSTRUCTION,6225945.86
RIGGS ENGINEERING,6225194.77
JP2G CONSULTANTS,6210980.73
ENVIRONICS RESEARCH GROUP,6200428.7
SERVICES D AIDE EN PREVENTION DE LA CRIMINALITE,6197949.28
HIPPERSON CONSTRUCTION,6197901.35
APPTION,6195425.12
727619 ALBERTA O A ROUGHRIDER,6192473.04
REFORMAR,6184048.9
SCHOELER HEATON ARCHITECTS,6177514.66
PIONEER CONSTRUCTION,6177444.29
LIEBHERR CANADA,6177431.82
ALCAIDE WEBSTER ARCHITECTS,6172205.66
FAST FORWARD FRENCH,6167306.72
OTIS ELEVATOR,6156753.7
QATAR AIRWAYS,6152461.5
LANDCO CONSTRUCTION,6151361.48
COFELY SERVICES,6143798.46
H J R ASPHALT,6143681.25
GLOBAL TOTAL OFFICE,6141817.31
TAI,6141678.8
PITNEY BOWES,6128871.63
EKOS RESEARCH ASSOCIATES,6127851.73
AMRON CONSTRUCTION,6126952.82
EBERHARD VON HUENE ASSOCIATES,6122771.06
ULTIMATE CONSTRUCTION,6110815.71
LEXISNEXIS CANADA,6093064.19
AQUA GUARD SPILL RESPONSE,6090260.62
INTERNATIONAL REPORTING,6089097.76
LOCATION DE MOTONEIGES HAUTE MATAWINIE,6084935.83
MCCARTHY TETRAULT,6055259.06
MAISON JOINS TOI,6048120.17
NUCTECH COMPANY,6045504.81
APPLIED SYSTEMS ENGINEERING,6044170.82
SYNERSOLUTIONS TECHNOLOGIES,6043078.52
SRA STAFFING SOLUTIONS,6033132.6
TORONTO BAIL PROGRAM,6012923.78
LANDFORM CIVIL INFRASTRUCTURES,6012587.76
CONSTRUCTIONS BSL,6006527.18
TENAQUIP,6003883.17
VCI CONTROLS,6003046.13
CANTEC SYSTEMS,5997459.28
BLUEDROP TRAINING SIMULATION,5979112.45
PACWILL ENVIRONMENTAL,5970827.65
PRA,5969633.19
P K WELDING FABRICATORS,5960311.67
MTM 2 CONTRACTING,5955932.68
EPERFORMANCE,5951845.79
MERCURY MARINE,5943809.81
HASKONING UK,5942941.63
CASCADE COLLEGE,5942000
TERLIN CONSTRUCTION,5941704.6
RIGHTWAY SANITATION SERVICES,5940198.94
TECHNOREM,5937589.54
SCALAR DECISIONS,5935834.82
GINO PELLETIER FOREX MALI DIELY MOUSSA KOUYATE GID,5923660.42
9099 3593 QUEBEC INTER PROJE,5923436.94
SHELTER NOVA SCOTIA,5919390.94
HENSOLTD SENSORS,5908380.77
BARRON S REFRIGERATION HEATING,5907175.86
YAMNUSKA,5904389.32
DEFRAN,5902553.85
J M LEDRESSAY ASSOCIATES,5891237.06
WATCHGUARD VIDEO,5878574.33
HERITAGE RESTORATION,5861886.09
UNIVERSITY OF BRITISH COLUMBIA,5859299.6
CADEX,5857907.51
TELECOMMUNICATION SUPPORT SERVICES,5850596.75
CANADIAN NUCLEAR LABORATORIES,5828473.5
CAREWORX,5827557.39
CONOSCENTI TECHNOLOGIES,5819893.42
PHASELOCK SYSTEMS INTERNATIONAL,5807684.41
MICHEL BASTARACHE SOCIETE PROFESSIONNELLE,5807601.76
DILIGENS,5796340.32
FLYNN CANADA,5792217.97
ELSEVIER B V,5785575.41
UNITED CHURCH HALFWAY HOMES,5784893.02
CNW GROUP,5782667.61
KEYDATA ASSOCIATES,5781538.62
OMNITECH ELECTRONICS,5777846.57
APS AVIATION,5777779.45
4PLAN CONSULTING,5775080.76
SMITHS MEDICAL CANADA,5773417.99
TT VISA SERVICES,5770780.84
SONOBUOY TECH SYSTEMS,5768953.74
WILLIAM J BARKER CLINICAL,5756132.86
BERGEVIN ELECTRICAL CONTRACTING,5754990.61
GREATER TORONTO AIRPORT AUTHORITY,5754246.95
CONSTRUCTION RIC,5750074.35
RATIO ARCHITECTURE INTERIOR DESIGN,5746025.51
FIDELITY ENGINEERING CONSTRUCTION,5743628.86
HERRING CONSERVATION AND RESEARCH SOCIETY,5741016.97
ARIS GLOBAL,5731216.64
RAPISCAN SYSTEMS,5722173.89
CSDC SYSTEMS,5717806.75
JUMEC CONSTRUCTION,5717630.68
LEVAERO AVIATION,5715388.11
APEX STEEL GAS,5714634.49
K RITE CONSTRUCTION,5711990.19
SHI CANADA,5706077.46
ENMAX,5698169.78
PROVENCHER ROY ASSOCIES,5691765.74
L W DENNIS CONTRACTING,5690466.27
D DOYLE INSTALLATIONS,5683187.46
CANADENSYS AEROSPACE,5671773.24
DR MANDEEP SAINI,5666058.39
R LAMBA FORENSIC PSYCH SERVICE,5666058.39
SHRMA ARCHITECTS IN JOINT VENTURE,5659301.57
MANITEX LIFTKING,5655539.69
CBRE,5651613.69
CLARIANT CANADA,5638914.74
VAN HORNE CONSTRUCTUION,5634708.03
CONSTRUCTION BLANCHARD ET,5631530.57
EVRIPOS JANITORIAL SERVICES,5630066.24
TECSIS,5627273.48
J N A LEBLANC ELECTRIQUE,5619000.01
"NATIONAL STRUCTURES",5603683.8
KEYSIGHT TECHNOLOGIES CANADA,5594456.31
WEST WIND AVIATION,5589228.98
BUREAU NATHALIE,5584929.69
LEDCOR CONSTRUCTION,5582878.83
CANSEL SURVEY EQUIPMENT,5554543.34
CAMPBELL SCIENTIFIC CANADA,5552552.35
CONSTRUCTION COUTURE TANGUAY,5552484.05
PROLOGIC SYSTEMS,5546465.24
J D G CONSTRUCTION MANAGEMENT,5545961.36
N12 CONSULTING,5519236.41
MORRISON HERSHFIELD,5517343.95
4 OFFICE AUTOMATION,5512765.97
GENTEX INTERNATIONAL,5512682.38
OTTAWA GREENBELT CONSTRUCTION,5512254.73
SABA SOFTWARE,5492010.64
PIDHERNEY S,5487459.77
HORIZANT,5484682.14
BEST FACILITIES SERVICES,5478913.71
CARO ANALYTICAL SERVICES,5472152.3
KAYCOM,5458582.92
FOURNIER CONSTRUCTION INDUSTRIELLE,5431237.29
RONDAR,5430376.25
LIFTKING MANUFACTURING,5419253.08
CISION CANADA,5414336.7
HOOTSUITE MEDIA,5411761.72
TANKATEK,5404477.08
FISH FOOD AND ALLIED WORKERS,5387214.82
WADE GENERAL CONTRACTING,5381550.18
BARR ENGINEERING AND ENVIRONMENTAL,5381021.6
ST JOHN AMBULANCE,5363790.87
WYSSEN AVALANCHE CONTROL,5362408.42
BGLA,5359513.21
BP M GOVERNMENT IM IT CONSULTING,5354735.88
MILLBROOK TACTICAL,5354550.92
VALARD CONSTRUCTION,5352947.99
J O THOMAS ASSOCIATES,5344083.07
MOTOR COACH INDUSTRIES,5341766.22
ADAPT PHARMA CANADA,5324649
BRUKER,5313520.46
ROOF TILE MANAGEMENT,5313383.71
ISLAND CATERING,5312045.15
LIFESPEAK,5306037.04
CTOMS,5306025.64
THRIVE HEALTH,5305276.04
EMIL ANDERSON CONSTRUCTION,5304955.94
DEVLIN CONSTRUCTION,5297448.66
KONE,5282154.9
VFA CANADA,5279897.67
CELLEBRITE,5278623.73
L BREAU AND SONS,5262681.24
BC HYDRO,5256463.67
GHD,5245146.88
MAISON PAINCHAUD,5230150.84
EAST ELGIN CONCRETE FORMING,5222797.16
MOSS DEVELOPMENT,5220518.12
COMMERCIAL BUILDING CLEANING,5219575.72
NEPTUNE SECURITY SERVICES,5218118.45
AFW CONSTRUCTION,5211773.21
INTERGRAPH CANADA,5205002.48
9168516 CANADA,5199244.73
AERO SUPPLIES,5189908.87
L D WATSON E S MACEWEN ALLAN,5170565.57
ETHIOPIAN AIRLINES GROUP,5164517.9
PORTAGE PERSONNEL,5164103.45
INDAL TECHNOLOGIES,5154326.27
ELIZABETH FRY SOCIETY,5148707.62
"NATIONAL ARTS CENTRE",5143402.89
MICHELIN,5134049.85
HERCULES SLR,5133577.4
MANPOWER SERVICES CANADA,5133014.96
GAT INTL LOCALIZATION SERVICES,5127976.69
NEXTER SYSTEMS,5119127.89
THOMAS SCHMIDT,5117932.51
BLUEDOT,5117260.52
TRADUCTIONS PIERRE CLOUTIER,5107237.04
C2D SERVICES,5105812.07
RACEROCKS 3D,5094950.66
CHARRON HUMAN RESOURCES,5082527.68
MODERN CONSTRUCTION,5078703.4
DEFENSE INFORMATION SYSTEMS AGENCY DISA,5075367.78
NOVA NETWORKS,5070373.41
SECURE ENERGY ONSITE SERVICES,5065365.2
"NANOMETRICS",5063531.72
MOBILE RESOURCE GROUP,5061798.44
GAP WIRELESS,5057248.62
FONDATION CARREFOUR NOUVEAU MONDE,5056584.31
LE GROUPE DRUMCO CONSTRUCTION,5046990.31
BELVEDERE PLACE CONTRACTING,5046921.85
SELECT GLOBAL INTERNATIONAL,5034601.2
KINGHAVEN PEARDONVILLE HOUSE SOCIETY,5031670.39
COMMUNICATIONS POWER,5018596.71
MTC LAW,5012176.73
SOCIETE ELIZABETH FRY DU QUEBEC,5010444.86
3D DATACOMM,4998793.85
NICHE TECHNOLOGY,4996512.7
ALBERTA SEVENTH STEP SOCIETY,4983929.71
SGS AXYS ANALYTICAL SERVICES,4972278.19
CLERMARK,4967114.23
J P GRAVEL CONSTRUCTION,4966745.06
WESTCO CONSTRUCTION,4950263.16
JULIAN SIMON GROUP,4942620
DYNAMIC CONSTRUCTION,4940274.72
WINTERSTEIGER,4934437.19
VOYAGEUR TRANSPORTATION,4926792.46
JEAN DAOUST CONSTRUCTION,4922316.5
ATLANTIC ROOFERS,4914458.88
COLE ASSOCIATES ARCHITECTS,4906848.64
YOURTE CA,4896214.57
CANADIAN FISHING COMPANY,4889382.96
INSTITUT NATIONAL D OPTIQUE,4884339.67
ST LEONARDS HOUSE WINDSOR,4880960.66
OTTAWA MARRIOTT HOTELS INNVEST HOTELS GP,4879956.3
QM GP QUANTUM HOLDINGS,4876792.62
GFL ENVIRONMENTAL,4869598.98
GAMBLE TECHNOLOGIES,4868165.77
FROSTI FISHING,4853310
AEROPRO,4848683.8
WEST COAST TUG BARGE,4844531.98
AIRBOSS DEFENSE,4828929.04
ACADIAN DREDGING,4823123.36
BOUTHILLETTE PARIZEAU,4817399.62
REDI FORM CONSTRUCTION,4814574.05
ATLANTIC BUSINESS INTERIORS,4812852
UNION GAS,4804865.38
AMERICAN BUREAU OF SHIPPING,4801327.96
GENOME QUEBEC,4799664.89
J J TRAILERS MANUFACTURERS AND SALES,4792509.55
THE ISLAND CONSTRUCTION,4790400.15
BRANDT TRACTOR,4790319.31
INUKSHUK CONSTRUCTION,4789731.62
QUORUM,4787572.45
MCCOLMAN SONS DEMOLITION,4784735
ZOLL MEDICAL CANADA,4780631.93
AIR LIQUIDE CANADA,4773930.77
IHS GLOBAL,4769879.73
ATLANTICA MECHANICAL CONTRACTORS,4769577.26
OGILVY MONTREAL,4767397.56
GERMAIN CONSTRUCTION,4766402.56
FORREST GREEN CONSULTING,4765533.56
BIGHORN HELICOPTERS,4744669.32
LARCH HALF WAY HOUSE OF SUDBURY,4736892.87
THG THE HISTORY GROUP,4735113.69
ALLIANCE ENGINEERING CONSTRUCTION,4731006.93
TANGLE RIDGE CUSTOM CRUSHING,4722951.03
D F BARNES,4722202.8
BAJA CONSTRUCTION CANADA,4721869.51
MANIFEST COMMUNICATIONS,4713974.5
FLEX KNIT,4712062.53
JONES LANG LASALLE REAL ESTATE,4707889.89
SALESFORCE CANADA,4707053.76
ETICO,4706213.26
OPROMA,4705268.24
THE IT BROKER,4702848.66
QUARTZ NATURE,4698041.71
THERMO CRS,4690871.13
RGB MEDIA,4689494.36
ELITE CONSTRUCTION,4687554.82
73719 NEWFOUNDLAND LABRADOR,4684818.27
RICARDO ROOFING,4682743.64
BALODIS,4681706.7
D MARK BIOSCIENCES,4675766.32
3955788 CANADA,4669133.62
KWC ARCHITECTS,4661919.41
SEACOAST MARINE ELECTRONICS,4650604.71
AMDOCS,4646276.59
SYMCOR,4646011.25
DR S ISKANDER,4634191.18
CANADIAN STANDARDS ASSOCIATION,4627888.56
OSI,4615796.7
FIRST CANADA,4609975.57
CANADIAN COMMERCIAL,4606488
1X1 ARCHITECTURE,4589899.85
HYUNDAI AUTO CANADA,4566386.52
SUPER CHANNEL INTERNATIONAL,4564524.78
NUIX NORTH AMERICA,4550751.71
FARRELL S EXCAVATING,4550568.1
URDAN METAL CASTING INDUSTRIES,4531965.49
TELEDYNE,4520576.14
1568796 ONTARIO O A RENOKERW,4512483.75
GREENDALE RESOURCES,4511467.12
LARRY PENNER ENTERPRISES,4507808.27
IWC EXCAVATION,4506132.14
NOKIA CANADA,4503826.02
ANSYS CANADA,4500111.44
AMEC CONSTRUCTION,4499119.4
MAVERIN,4495004.21
