d_vendor_name,total
MDOS CONSULTING,188711.55
10647802 CANADA,185289.8
ECOLE DE LANGUES ABCE,184378.76
AON REED STENHOUSE,181129.86
TOTEM OFFISOURCE,179661.81
SGS AXYS ANALYTICAL SERVICES,179291.9
ST JOSEPH PRINT GROUP,178472.16
UNIVERSITY OF GUELPH,174474
OPTIV CANADA FEDERAL,166827.24
TERVITA,165563.25
GATEWAY MECHANICAL SERVICES,159400.1
CISTEL TECHNOLOGY,156871.87
PANASONIC,156604.31
GLOBAL TOTAL OFFICE,152955.37
CAMPBELL SCIENTIFIC CANADA,149886.44
AMAZON,147819.93
KENN BOREK AIR,146850.58
JONELJIM CONCRETE CONSTRUCTION,145664.75
ADVANCED BUSINESS INTERIORS,143906.63
ILLUMINA CANADA,143351.72
CONEXSYS,140743.19
MEGA TECH,139802.58
PATTISON SIGN GROUP,139602.35
IIC TECHNOLOGIES,138600
BUREAU VERITAS CANADA,135210.97
SAS INSTITUTE,132692.14
COMMVAULT SYSTEMS,130793.59
DASCO EQUIPMENT,130329.5
NORR,130262.38
BMC SOFTWARE CANADA,129234.32
EUROVIA QUEBEC CONSTRUCTION,126728.56
RICARDO ROOFING,126304.62
TELEDYNE,124647.12
FORRESTER RESEARCH,124127.02
CHUBB EDWARDS,120981.1
GEORGE COUREY,120136.72
TRANSPOLAR TECHNOLOGY,118964.21
WOLTERS KLUWER,117500
ADRM TECHNOLOGY CONSULTING,110611.29
FIRST CANADA,109648.3
PITNEY BOWES,107060.31
MEDIA Q,101700
LANNICK CONTRACT SOLUTIONS,97629.63
CANADIAN STANDARDS ASSOCIATION,96756.21
AMEC FOSTER WHEELER AMERICAS,94007.55
MTS ALLSTREAM,88424.21
LEXISNEXIS CANADA,85802.2
CEDROM SNI,82587.98
INSTRUX MEDIA,74999.99
CITRIX,73521.92
CTOMS,72559.7
ROCHE DIAGNOSTICS,72313.41
BELL TEXTRON,69760.83
D DOYLE INSTALLATIONS,65302.41
PRECISIONERP,65196.07
KEYSTONE SUPPLIES INTERNATIONAL,62475.8
ASOKAN BUSINESS INTERIORS,60901.37
CANADIAN HELICOPTERS,58917.99
HORIZANT,58697.85
SED SYSTEMS,56170.6
GHD,53484.11
STIFF SENTENCES,52262.5
LAVAL FORTIN,51051.88
MCELHANNEY ASSOCIATES,51004.21
ATLANTIC TOWING,50000
TANKATEK,48924.48
GILMORE REPRODUCTIONS,48871.86
SDL INTERNATIONAL CANADA,47432.88
MICRONOSTYX,46986
TETRA TECH,46089.9
SIMPLEX GRINNELL,43608.52
LAVAL LAB,42624.68
STRYKER CANADA,42367.65
PRA,42205.5
ZAYO CANADA,38629.45
PARSONS CANADA,38279.85
GOSS GILROY,37120.5
DATA COMMUNICATIONS MANAGEMENT,36612.74
PALFINGER MARINE,36214.5
NITAM SOLUTIONS,36078.9
AXYS TECHNOLOGIES,32452.57
CSDC SYSTEMS,32155.4
FSC,31490.46
MNP,30510
QIAGEN,30466.67
OGILVY MONTREAL,29662.5
"NANOMETRICS",28738.5
ADOBE,25080.9
CIMA,24993
MCKINSEY AND COMPANY,24860
3M CANADA COMPANY,24636.16
CRANDALL ENGINEERING,23428.81
HYUNDAI AUTO CANADA,22568.7
BGLA,19996.45
TECSIS,19904.8
INTERCON MARINE,17600.1
INFO TECH RESEARCH GROUP,17176
CARO ANALYTICAL SERVICES,16182
ALPINE HELICOPTERS,15127.77
"NATIONAL ARTS CENTRE",15000
AMERICAN BUREAU OF SHIPPING,13212.71
THE MASHA KRUPP TRANSLATION GROUP,12712.5
IFATHOM,10780.13
GREATER TORONTO AIRPORT AUTHORITY,10618.43
IPSOS,6254.85
MORNEAU SHEPELL,5401.04
BAVARIAN NORDIC,4133.59
ICEBERG NETWORKS,3347.28
NELSON ENVIRONMENTAL REMEDIATION,1412.58
CANADIAN RED CROSS,757.42
ST GELAIS MONTMINY ASSOCIES,524.52
