Group-Groupe_code_OBJ-ART,Group_name-Groupe_nom_OBJ-ART,Category-Catégorie_code_OBJ-ART,Category_name-Catégorie_nom_OBJ-ART,Category_sub-division-Sous-divisiondecatégorie_code_OBJ-ART,Category_sub-division_name-Sous-divisiondecatégorie_nom_OBJ-ART,Sub-category-Sous-catégorie_code_OBJ-ART,Sub-category_name-Sous-catégorie_nom_OBJ-ART,Sub-category-Sous-catégorie_description_OBJ-ART,Reportingobject-Articlederapport_code_OBJ-ART,Reportingobject_name-Articlederapport_nom_OBJ-ART,Code_OBJ-ART,Name-Nom_OBJ-ART,Description_OBJ-ART,Notes,Department_specific-Particulier_au_ministère
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","043","Scientific and research services","0430","Scientific services","Services acquired for research and development and for: - Earth and space sciences such as: aeronautics, astronomy, geology, geophysics ,oceanography etc.; - Energy technology such as: chemical fuels, hydropower, nuclear energy, solar energy etc.; - Physics and chemistry such as: acoustics, atoms and molecules, electricity, mechanics, inorganic chemistry etc.; ","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","043","Scientific and research services","0431","Scientific consultants","Consultant or contract workers services acquired through person-based contracts for earth and space sciences, energy technology, and physics and chemistry. It includes services for research and development. Note: 1. A breakdown of these services is included in the description for object 0430.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","043","Scientific and research services","0492","Research contracts","Research services acquired in any field, excluding scientific and engineering. It includes an amount paid to a contractor to operate a research and development facility. It includes all costs related to research such as peer review of research results, costs for preparation and submission of research results in professional journals, etc. Note: 1. Services for scientific and engineering research should be included in within the relevant objects under reporting object 042 or 043. 2. Services for communications research should be included in object 0341.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","044","Training and educational services","0440","Education - Non-public servants","Training and educational services of non-public servants for elementary, secondary, university, college, and special education including vocational services. This includes tuition fees and amounts paid to educational institutions for program materials, correspondence or examination fees.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","044","Training and educational services","0444","Teachers and instructors on contract","Fees paid to teachers or instructors hired on a contract basis by educational institutions owned by the government. Note: This object presently includes all expenditures pertaining to teachers at Department of National Defence(DND)schools who are paid through the government pay system.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","044","Training and educational services","0445","Tuition fees for courses where employees take training on their own time","Tuition fees and related allowable expenses paid on behalf of public servants to high schools, community colleges, universities or other institutions for courses or other formal learning activities. This includes courses taken outside the employees' normal working hours where reimbursement of fees has been authorized.","3 Refer to 7.4 List of pay entitlement codes",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","044","Training and educational services","0446","Training consultants","Services acquired from training consultants, including teachers and instructors on a contract basis by government training institutions for public servants.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","044","Training and educational services","0447","Tuition fees and costs of attending courses including seminars not elsewhere specified","Tuition fees and related costs not elsewhere specified paid on behalf of public servants to high schools, community colleges universities or for attending courses or other formal learning activities including seminars and language courses. Expenditures coded here will normally be for training taken during paid working time. Note:1. An educational allowance in lieu of salary should be charged to object 0126.","3 Refer to 7.4 List of pay entitlement codes",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","044","Training and educational services","0448","Purchase of training packages and courses","The purchase of training packages and courses from various institutions or companies for public servants.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","045","Health and welfare services","0450","Hospital services","Private and public hospital patient services including acute, chronic, convalescent, mental and tuberculosis hospital services and ambulatory patient services.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","045","Health and welfare services","0451","Other health services not elsewhere specified","Other health services not elsewhere specified such as pharmaceutical services, therapeutic and rehabilitative health services, private duty and hospital nursing services, emergency, health care services, chiropractors, osteopaths and optometrists services, prosthetic services and ergonomic assessments.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","045","Health and welfare services","0452","Welfare services","Welfare services purchased from social and related agencies.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","045","Health and welfare services","0453","Physicians and surgeons","Services purchased from physicians and surgeons including the services of general practitioners, specialized surgeons and other specialists.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","045","Health and welfare services","0454","Paramedical personnel","Emergency services purchased from para-medical personnel.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","045","Health and welfare services","0455","Dental services","All services acquired from a dentist, a dental hygienist or an orthodontist.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","046","Protection services","0460","Protection services","Protection services including those provided by Corps of Commissionaires, security guards, alarm systems, etc.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","047","Informatics services","0473","Information technology and telecommunications consultants","Professional contracting and consulting services that support any information technology service (including distributed computing, application and database development and maintenance, production and operations computing, telecommunications, IT security and IT program management services). These services engage suppliers to augment IT staff. Notes: 1. Managed IT services are to be included in object 0812.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","047","Informatics services","0474","Information management services","Information management services as authorized by section 29.2 of the Financial Administration Act.","1 This object should only have an ""I"" indicator in the line of coding.",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","047","Informatics services","0475","Information technology services","Information technology services as authorized by section 29.2 of the Financial Administration Act.","1 This object should only have an ""I"" indicator in the line of coding.",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","047","Informatics services","0812","Computer services (includes IT solutions/deliverables as well as IT managed services)","Services acquired from suppliers to provide Information Technology managed solutions, including the use of facilities, management services, shared processing services, disaster recovery services, data entry services, text processing services and any other specialized Information Technology services. Notes: 1. Information Technology professional consulting and contracting services are to be included in object code 0473.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","048","Management consulting","0491","Management consulting","Consulting services for financial management, transportation, economic development, environmental planning, public consultation and other consulting services not specifically mentioned in other objects.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","082","Special fees and services","0821","Membership fees","Membership fees include payments made to an accredited board, an association, a society or similar organization when departmental memberships are in direct support of a government program, or, when membership is a federal statutory requirement for individual employees to carry out the functions of their positions. This object excludes fees for subscriptions (e.g., periodicals or access to electronic media and research data bases) or for advisory and professional services (e.g., services provided to answer specific questions or to address issues and concerns).","3 Refer to 7.4 List of pay entitlement codes",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","082","Special fees and services","0822","Hospitality","Consists of the provision of meals, beverages or refreshments to non-federal governmental persons in events which are necessary for the effective conduct of government business and for courtesy, diplomacy or protocol purposes. In some circumstances and within restrictions defined in the directive, hospitality can also be provided to federal government persons. Exceptionally, usually in situations involving non-federal government persons, it may also include tickets to cultural or sporting events, tours of the local area or other places of interest, local transportation to and from events as well as other reasonable measures deemed appropriate for reasons of courtesy, diplomacy or protocol. Hospitality does not normally include expenditures for federal government persons or individuals on travel status subject to the National Joint Council Travel Directive; local transportation to and from events or activities for federal employees; rental of facilities and associated costs except in special circumstances for reasons of courtesy, diplomacy or protocol. (e.g. in circumstances where the costs are directly and inherently for hospitality purposes, such as the rental of room to be used only for hosting a lunch); and bottled water or water coolers provided to federal employees on on-going basis above and beyond an event. For additional information, refer to the Directive on Travel, Hospitality, Conference and Event Expenditures published on the Treasury Board website.","",""
"A","Objects of expenditure","0","Services",,,"04","Professional and special services","All professional services performed by individuals or organizations such as payments (in the nature of fees, commissions etc.) for the services of accountants, lawyers, architects, engineers, scientific analysts, reporters, and translators; teachers; doctors, nurses and other medical personnel; for management, data processing and other research consultants; and for other technical, professional and other expert assistance. It includes also payments for hospital treatment, care of veterans and welfare services, payments for the provision of informatics services, payment of tuition for Indians at non-federal schools, purchase of training services under the Adult Occupational Training Act, payments made to the Canada School of Public Service for training, Payments for Corps of Commissionaires services and for other operational and maintenance services performed under contract, such as armoured cars, laundry and dry cleaning, cleaning of buildings, temporary help, hospitality, storage and warehousing, and other business services, as well as payments made to the Department of Public Works and Government Services for contract administration. Notes: - It includes all business services not included in standard objects 02, 03, 05 and 06; - Except for travel costs which must be charged to Standard Object 02 this Standard Object should be used for all costs incurred and invoiced by a contractor as part of the contract; ","082","Special fees and services","0823","Conference fees","Amounts paid for conference fees. A conference includes a congress, convention, briefing seminar or other formal gathering where participants debate or are informed of the status of a discipline (e.g. sciences, economics, technology, management, etc.) Fees for attending a conference, participating directly in the conference program or representing the department in an official capacity (e.g., exhibitor booth, co-sponsor, etc.) are to be included. Conference fees exclude amounts paid: - for attendee fees where the primary purpose is to enable participants to maintain or acquire skills or knowledge which are to be included in object code 0447; - for travel costs to attend a conference; these costs are to be coded to object codes 0251 to 0265 as appropriate; - to host a conference (e.g. facility rental hospitality equipment rental). These amounts should be coded to the various economic objects which represent the type of expenditure incurred and ; - retreats and work-planning meetings are not considered as conferences; ","",""
