d_vendor_name,total
AMERICAN BUREAU OF SHIPPING,6885304.98
CHARTER TELECOM,6868431.24
L W DENNIS CONTRACTING,6857392.48
SYSTEMS FOR RESEARCH,6807704.48
MARRBECK CONSTRUCTION,6807521.53
HOLLAND COLLEGE,6799955.70
SYM COMMUNICATIONS,6767910.18
SUMMIT CANADA DISTRIBUTORS,6766021.70
ZERNAM ENTERPRISE,6764559.66
R J MACISAAC CONSTRUCTION,6744849.98
RONDAR,6737054.85
SEAWAVES DEVELOPMENT SERVICES,6716088.27
SABA SOFTWARE,6707864.56
CISION CANADA,6705644.39
ALLIANCE ENGINEERING CONSTRUCTION,6700327.43
ARCTIC CANADA CONSTRUCTION,6692176.13
SEACOAST MARINE ELECTRONICS,6672679.01
DESIRE2LEARN,6670633.21
SHI CANADA,6662436.62
RADIATION SOLUTIONS,6661138.22
NUCTECH COMPANY,6661066.96
LIFESPEAK,6660444.43
AV NUNAVUT FUELS,6638058.75
ACADIAN DREDGING,6637330.96
HOOTSUITE MEDIA,6635204.86
ARIS GLOBAL,6632879.53
TECSIS,6618657.05
OPENFRAME TECHNOLOGIES,6582210.50
SGS AXYS ANALYTICAL SERVICES,6576396.85
MID CANADA MOD CENTER,6576154.56
TERLIN CONSTRUCTION,6573045.34
CANADIAN NORTH,6560535.18
EXACT LEGAL TRANSLATIONS,6548001.22
MAISON PAINCHAUD,6521871.92
BUREAU NATHALIE,6521310.30
CANADIAN FISHING COMPANY,6517736.09
WINTERSTEIGER,6514437.02
RESOLVE SALVAGE FIRE AMERICAS,6510000.00
CH2M HILL CANADA,6504235.07
BOEHM HOTEL,6500513.76
ARTEX SPORTSWEAR,6483382.39
HARNOIS ENERGIES,6479498.13
IRONCLAD EARTHWORKS,6463543.49
DEFRAN,6452474.72
QUORUM,6450553.42
ICU MEDICAL CANADA,6439913.22
MARINENAV,6437202.42
ICEBERG NETWORKS,6435770.53
D DOYLE INSTALLATIONS,6434024.07
KFN ENTERPRISES PARTNERSHIP,6426204.49
CAMPBELL SCIENTIFIC CANADA,6420644.49
EDWARD COLLINS CONTRACTING,6416311.47
ELIZABETH FRY SOCIETY,6402347.68
LANDCO CONSTRUCTION,6388418.28
KINGHAVEN PEARDONVILLE HOUSE SOCIETY,6387284.99
C2D SERVICES,6381391.41
NICHE TECHNOLOGY,6374270.27
GM DEVELOPPEMENT,6367063.72
LABORATOIRES OMEGA,6339435.93
BRITTON ELECTRIQUE,6328602.05
PEPIN FORTIN EPOO CONSTRUCTION,6320111.25
BRAWN CONSTRUCTION,6311880.24
INVENTA SALES AND PROMOTIONS,6306197.77
CNW GROUP,6298438.32
UNISYNC GROUP,6293017.71
J M J HOLDINGS,6292462.80
ALBERTA SEVENTH STEP SOCIETY,6284558.34
SPERRA CONSTRUCTION,6273844.57
FORREST GREEN CONSULTING,6271042.64
AEROPRO,6269685.50
DILIGENS,6268647.81
MTC LAW,6264363.25
GINO PELLETIER FOREX MALI DIELY MOUSSA KOUYATE GID,6264240.49
THE CALGARY AIRPORT AUTHORITY,6261596.27
SOCIETE ELIZABETH FRY DU QUEBEC,6259924.23
J O THOMAS ASSOCIATES,6245284.60
EPERFORMANCE,6232969.35
DEAN CONSTRUCTION COMPANY,6214591.32
727619 ALBERTA O A ROUGHRIDER,6192473.04
3D DATACOMM,6190483.58
LENGKEEK VESSEL ENGINEERING,6180333.15
DR MANDEEP SAINI,6167883.21
R LAMBA FORENSIC PSYCH SERVICE,6167883.21
L D WATSON E S MACEWEN ALLAN,6158670.16
ABCO INDUSTRIES,6157116.59
ST LEONARDS HOUSE WINDSOR,6154057.05
WEST COAST TUG BARGE,6154013.83
QATAR AIRWAYS,6152461.50
H J R ASPHALT,6143681.25
EBERHARD VON HUENE ASSOCIATES,6122771.06
AMDOCS,6121679.19
HERRING CONSERVATION AND RESEARCH SOCIETY,6101628.45
FROSTI FISHING,6089685.00
MCCARTHY TETRAULT,6055259.06
FRESENIUS KABI CANADA,6035073.93
OPROMA,6033160.44
PACWILL ENVIRONMENTAL,6030900.42
FISH FOOD AND ALLIED WORKERS,6021220.80
"NANOMETRICS",6021176.24
RUSSEL METALS,6015027.88
1X1 ARCHITECTURE,5986936.28
LES ENTREPRISES MICHAUDVILLE,5967749.10
BGLA,5967640.42
CSDC SYSTEMS,5961586.52
MAVERIN,5958601.51
VFA CANADA,5956052.58
MTM 2 CONTRACTING,5955932.68
CAREWORX,5950196.69
CASCADE COLLEGE,5942000.00
BP M GOVERNMENT IM IT CONSULTING,5925511.24
R C M MODULAIRE,5913889.46
WATCHGUARD VIDEO,5900484.90
LARCH HALF WAY HOUSE OF SUDBURY,5891245.21
RATIO ARCHITECTURE INTERIOR DESIGN,5889025.04
NITRO CONSTRUCTION,5888788.27
LAPORTE EXPERTS CONSEILS,5868355.41
PANALPINA,5829315.42
CBRE,5819734.61
"NATIONAL ARTS CENTRE",5814454.06
WYSSEN AVALANCHE CONTROL,5812243.71
FLEX KNIT,5811967.06
KEYSIGHT TECHNOLOGIES CANADA,5797047.17
CEGERCO,5793471.62
CALTRIO COMPANY,5792118.27
49 SOLUTIONS,5787880.61
BALODIS,5787751.05
LES CONSTRUCTIONS BELAND,5781857.29
SMITHS MEDICAL CANADA,5773417.99
BIGHORN HELICOPTERS,5770068.56
MICHEL BASTARACHE SOCIETE PROFESSIONNELLE,5766210.78
WILLIAM J BARKER CLINICAL,5756132.86
BERGEVIN ELECTRICAL CONTRACTING,5754990.61
CONSTRUCTION RIC,5750074.35
ONIX NETWORKING CANADA,5744170.76
"NAVAMAR",5737873.74
"NAPPAQ DESIGN CONSTRUCTION",5723300.82
BAJA CONSTRUCTION CANADA,5711032.33
W S MORGAN CONSTRUCTION,5708503.77
UNIVERSITY OF TORONTO,5689725.28
CTOMS,5682974.12
FINNING INTERNATIONAL,5676121.50
PORT OF SPAIN HOLDINGS,5663863.50
SHRMA ARCHITECTS IN JOINT VENTURE,5659301.57
L BREAU AND SONS,5640778.24
INSTALLATIONS DELIVERIES PLUS OTTAW,5633544.32
CONSTRUCTION BLANCHARD ET,5631530.57
THE MATHWORKS,5628668.80
THE HALIFAX COMPUTER CONSULTING GROUP,5620827.45
J N A LEBLANC ELECTRIQUE,5619000.01
AIR TINDI,5618489.78
STERIS CANADA,5609218.78
"NATIONAL STRUCTURES",5603683.80
WAINWRIGHT MARINE SERVICES,5603575.24
INTERNATIONAL REPORTING,5591091.38
WEST WIND AVIATION,5589228.98
CONNEX TELECOMMUNICATIONS,5586142.11
SKY CANOE,5578607.79
SYNERSOLUTIONS TECHNOLOGIES,5560169.45
ALPINE AEROTECH,5550371.84
J D G CONSTRUCTION MANAGEMENT,5545961.36
PARKLAND INDUSTRIES,5532019.59
BECKMAN COULTER CANADA,5526245.42
OTTAWA GREENBELT CONSTRUCTION,5512254.73
ADAPT PHARMA CANADA,5511022.60
LES TRAITEURS BYTOWN CATERING,5507829.03
FERENCE COMPANY CONSULTING,5504842.95
FARMER CONSTRUCTION,5479499.46
MEDIA Q,5468953.47
DXB PROJECT MANAGEMENT,5451621.19
DYNAMIC CONSTRUCTION,5447246.47
HERCULES SLR,5446264.72
FOURNIER CONSTRUCTION INDUSTRIELLE,5440304.85
PETER J KINDREE ARCHITECT,5430708.63
TRANSTEC,5426993.31
NORTRAX CANADA,5405226.70
ACTION PERSONNEL OF OTTAWA HULL,5404883.39
SUSE SOFTWARE SOLUTIONS CANADA,5384297.10
BARR ENGINEERING AND ENVIRONMENTAL,5381021.60
CONNECTIVE SUPPORT SOCIETY,5379030.09
HATCH,5378322.36
WILDLIFE COMPUTERS,5369081.43
9168516 CANADA,5357897.49
ROBERTSON GEOCONSULTANTS,5357374.61
MANIFEST COMMUNICATIONS,5341196.42
NEPTUNE SECURITY SERVICES,5334213.82
NOLINOR AVIATION,5316176.58
FAST TRACK STAFFING,5298599.70
DEVLIN CONSTRUCTION,5297448.66
BC HYDRO,5295229.55
MOBILE RESOURCE GROUP,5294784.38
J E ENTERPRISES,5288349.86
TRADUCTIONS SCRIPTIS,5286015.67
GAT INTL LOCALIZATION SERVICES,5275546.95
COMMUNICATIONS POWER,5274574.25
CELLEBRITE,5273249.64
THOMAS SCHMIDT,5258592.82
DR S ISKANDER,5243302.50
BISSON FORTIN ARCHITECTURE,5232569.00
EAST ELGIN CONCRETE FORMING,5222797.16
OXFORD ECONOMICS USA,5221064.40
KIA CANADA,5220440.77
OGILVY MONTREAL,5218588.62
NORTH CARIBOO AIR,5216770.68
IWC EXCAVATION,5214614.43
SHAW CABLE,5212370.16
J P GRAVEL CONSTRUCTION,5211626.08
A C L CONSTRUCTION,5210061.96
DISMAS SOCIETY,5195435.96
CRC CURE LABELLE,5180731.27
SKILLSOFT CANADA,5175391.98
LES EQUIPEMENTS CLAUDE PEDNEAULT,5174173.01
ETHIOPIAN AIRLINES GROUP,5164517.90
MAISON DECISION HOUSE,5163976.08
J J TRAILERS MANUFACTURERS AND SALES,5156504.26
SEPW ARCHITECTURE,5154325.21
TAURUS CONTRACTORS,5126655.15
K RITE CONSTRUCTION,5122235.96
TRADUCTIONS PIERRE CLOUTIER,5107237.04
MODERN CONSTRUCTION,5107165.90
CHARRON HUMAN RESOURCES,5106837.11
TECHNE SEATING COMPONENT,5101452.65
LESAGE DAVID DR,5077453.72
INUKSHUK CONSTRUCTION,5072854.80
M R ENGINEERING,5070106.90
CHANNEL MANAGEMENT INTERNATIONAL,5069495.15
SECURE ENERGY ONSITE SERVICES,5065365.20
METRO SUPPLY CHAIN,5061771.51
FONDATION CARREFOUR NOUVEAU MONDE,5056584.31
LE GROUPE DRUMCO CONSTRUCTION,5046990.31
FIRST AIR,5045116.02
1025178 RANDSTAD INTERIM,5045083.95
RYCOM BUILT ENVIRONMEN,5035843.33
ANSYS CANADA,5034943.11
COMMPOWER,5007283.68
NUA OFFICE,5006627.77
GREG VAN WYK PROFESSIONAL,5004075.01
AXYS TECHNOLOGIES,5001722.11
WESTCO CONSTRUCTION,4995466.88
B BRAUN OF CANADA,4958257.15
4 OFFICE AUTOMATION,4951903.01
LES ENTREPRISES FERVEL,4897315.52
BRUKER,4866220.00
THE IT BROKER,4865828.67
MOMENTUM SOLUTIONS,4816915.35
CANADENSYS AEROSPACE,4806176.74
BLUEDOT,4727492.96
RHEA,4724004.04
BRS INNOVATIONS,4689255.55
CONOSCENTI TECHNOLOGIES,4599607.66
KF AEROSPACE,4599507.80
HERITAGE RESTORATION,4597147.72
ECOPIA TECH,4539078.34
UNIVERSITY OF WESTERN ONTARIO,4456804.85
LIKE 10,4442138.06
MERCURY MARINE,4440895.53
UNIVERSITY OF NEW BRUNSWICK,4406900.82
ULTRA ELECTRONICS,4405569.93
L P ROYER,4339628.20
MAXIMUS CANADA,4268195.32
IHS GLOBAL,4247881.16
MAGELLAN AEROSPACE,4224475.46
FRANCIS CANADA TRUCK CENTRE,4170748.36
GREENDALE RESOURCES,4148563.06
UNIVERSITY OF BRITISH COLUMBIA,4103175.43
CO VEN,4099640.00
TOURE CLEANING SERVICES,4069435.91
PROQUEST,4065078.32
NOVA NETWORKS,3961764.20
ATLANTICA MECHANICAL CONTRACTORS,3868052.26
SUPER CHANNEL INTERNATIONAL,3843416.59
TENAQUIP,3837477.24
VISIONTEC,3820897.63
HUBSPOKE,3812102.50
ACART COMMUNICATIONS,3801133.04
ROHDE SCHWARZ CANADA,3757402.15
KUBOTA CANADA,3756914.85
AVJET HOLDING,3716690.32
BRANDT TRACTOR,3656717.28
CANSEL SURVEY EQUIPMENT,3634244.66
PEPCO,3623585.01
COPCAN CIVIL,3584047.33
IMPERIAL CLEANERS,3567818.34
SAMSON AND ASSOCIATES,3542236.95
GAMBLE TECHNOLOGIES,3493344.01
PETROVALUE PRODUCTS,3484909.83
FLIGHT FUELS,3458173.58
CHEVRON,3379178.74
VALCOM CONSULTING,3369590.79
TROY LIFE FIRE SAFETY,3361602.43
73719 NEWFOUNDLAND LABRADOR,3271645.26
RUSH TRUCK CENTRES OF CANADA,3267385.92
A SANTIN MASON CONTRACTOR,3260367.14
CONSTRUCTION JESSIKO,3180636.02
IDS SYSTEMS CONSULTANTS,3154148.69
WESTBURY NATIONAL SHOW SYSTEMS,3152434.12
DBC MARINE SAFETY SYSTEMS,3021825.54
FIDELITY ENGINEERING CONSTRUCTION,2789785.79
LES HUILES DESROCHES,2668863.94
MARITIME FUELS,2623074.96
SEASPAN VICTORIA SHIPYARDS,2559934.51
ANIXTER CANADA,2554802.88
NOVA SCOTIA POWER,2516935.47
DWP SOLUTIONS,2410934.65
EVRIPOS JANITORIAL SERVICES,2400020.99
WASTE CONNECTIONS OF CANADA,2345793.94
HUMAN LOGISTICS,2317207.13
PEERLESS GARMENTS,2272565.44
"NATCO PHARMA CANADA",2181469.20
UNISOURCE,2176898.28
WASTE MANAGEMENT OF CANADA,2145507.29
MID VALLEY CONSTRUCTION,2035743.07
CONSTRUCTION COUTURE TANGUAY,2012062.50
HIGHLANDS FUEL DELIVERY,2007731.22
ULTIMATE CONSTRUCTION,2006270.46
APRON FUEL SERVICES,2003697.80
CONCEPT CONTROLS,1989560.17
SCALAR DECISIONS,1940775.16
QINETIQ,1920593.30
VALARD CONSTRUCTION,1901962.50
C CORE,1898096.29
INTER OUTAOUAIS,1880004.10
GEOSPECTRUM TECHNOLOGIES,1815097.43
CARMICHAEL ENGINEERING,1704239.25
INTEGRATED DISTRIBUTION SYSTEMS,1697910.48
GAP WIRELESS,1664450.44
LARRY PENNER ENTERPRISES,1610413.23
EASTPOINT ENGINEERING,1589240.73
BROOKFIELD ASSET MANAGEMENT,1555705.71
ZENITH PAVING,1521180.56
SERCO,1508467.62
UQSUQ,1484149.98
FLYNN CANADA,1429761.78
INTERGRAPH CANADA,1403217.26
ASC GERMANY,1396915.97
INSTITUT NATIONAL D OPTIQUE,1380390.73
MACEWEN PETROLEUM,1329072.01
ST OPS TACTICAL TRAINING CANADA,1303647.57
RAYTHEON,1302617.19
LLOYD S REGISTER CANADA,1300398.19
ZOLL MEDICAL CANADA,1224612.37
DYNAMIC FACILITY SERVICES,1155770.98
CLARIANT CANADA,1062992.53
MCCOLMAN SONS DEMOLITION,980783.93
DECISIVE GROUP,946466.67
CONSTRUCTION COTE FILS,888171.03
OMNITECH ELECTRONICS,811148.63
STANLEY CONSTRUCTION,789527.30
RIKJAK CONSTRUCTION,789079.16
ENVIROSAFE JANITORIAL,756151.28
BMT FLEET TECHNOLOGY,738837.39
FRECON CONSTRUCTION,714177.47
DYMECH ENGINEERING,637416.65
CRYPTOMILL TECHNOLOGIES,615644.74
WORLD FUEL SERVICES,503275.95
EMMONS MITCHELL CONSTRUCTION,478394.06
SOUTHWEST RESEARCH INSTITUTE,458522.11
INDAL TECHNOLOGIES,452932.95
SAAB,422439.38
CLERMARK,420183.75
MACK TRUCKS,397381.72
PYLON ELECTRONICS,352146.90
FLEETWAY,351591.81
AMTEK ENGINEERING,344795.90
PERSISTENT SYSTEMS,331016.70
CHEF BRANDZ,296857.26
ATLANTIC ROOFERS,285300.11
JHT DEFENSE,261806.58
PARKER JOHNSTON INDUSTRIES,257668.27
LIEBHERR CANADA,251242.38
REVISION MILITARY,246395.25
ROCKWELL COLLINS CANADA,245867.03
AERO FEU,242350.04
ABCO MAINTENANCE SYSTEMS,211938.92
EXCEL 7,202566.12
MACKINNON AND OLDING,179063.05
ROLLING TIDES CONSTRUCTION,166567.27
AQUA LUNG CANADA,161724.78
AIRBOSS DEFENSE,151188.05
WEIR CANADA,146191.28
BAE SYSTEMS,144556.56
MWCO,138839.50
MICHELIN,138237.02
TULMAR SAFETY SYSTEMS,114014.83
CANADIAN NUCLEAR LABORATORIES,112777.84
AEG FUELS,102460.61
NORTHROP GRUMMAN,101735.40
DAVTAIR INDUSTRIES,91691.83
KAYCOM,83401.58
MAN ENERGY SOLUTIONS CANADA,79629.73
PRIMEX PROJECT MANAGEMENT,76983.08
HUMANSYSTEMS,74761.29
WEATHERHAVEN CANADA,70281.57
MARTEC,62150.00
MANITOBA HYDRO,61554.66
STRONG BROS GENERAL CONTRACTING,48477.00
RACEROCKS 3D,41052.90
ABS AMERICAS,39917.25
CUBIC DEFENSE APPLICATIONS,38094.70
TOPFLIGHT ELITE TRAINING AND CHARTER SERVICES,37337.31
DAIMLER,31635.37
FORT GARRY FIRE TRUCK,30416.40
PETRO AIR SERVICES,24719.62
NOKIA CANADA,23661.38
COCO PAVING,21809.00
CADEX,16506.31
CASCADE AEROSPACE,14335.18
MEAL KIT SUPPLY CANADA,13439.04
CASP AEROSPACE,13072.27
